coachId,coachName,lineNumber,line
ristretto,Ristretto,1,"¡Vamos, capitán! Elige una esquina como meta y llega con pecho arriba."
ristretto,Ristretto,2,Ese contador quiere partido: haz treinta pasos fuertes y vuelve al ritmo base.
ristretto,Ristretto,3,"Aprieta el paso durante una canción; revisa el marcador al final, no antes."
ristretto,Ristretto,4,"Si estabas sentado, arriba: dos minutos y ya ganaste la primera jugada."
ristretto,Ristretto,5,"Codos doblados, hombros sueltos, mirada al frente: camina como atleta de verdad."
ristretto,Ristretto,6,Divide lo que falta en dos mitades; gana la primera y luego atacamos la segunda.
ristretto,Ristretto,7,"Después del semáforo, nada de enfriarse: recupera ritmo en diez pasos."
ristretto,Ristretto,8,"Camina esa cuadra con zancada firme; hoy se siente entrenamiento, no paseo perdido."
ristretto,Ristretto,9,"Si falta energía, baja velocidad, pero llega a la esquina antes de parar."
ristretto,Ristretto,10,Cierra este bloque con veinte pasos extra; que se note quién tiene carácter.
ristretto,Ristretto,11,"Cuando quieras parar, dame diez pasos más y decide como capitán."
ristretto,Ristretto,12,Pon cinco minutos en el reloj: juega ese tramo sin mirar el marcador.
ristretto,Ristretto,13,"Busca una recta corta y úsala como tramo fuerte, con técnica limpia."
ristretto,Ristretto,14,"Respira dos veces antes de acelerar; potencia con cabeza, Ristretto."
ristretto,Ristretto,15,"Postura de campeón: pecho arriba, mandíbula suelta, pisada firme."
ristretto,Ristretto,16,Marca un destino visible y ve directo; nada de distraerse a mitad de jugada.
ristretto,Ristretto,17,"Baja un cambio si pierdes aire, pero conserva el paso hasta la próxima sombra."
ristretto,Ristretto,18,Diez pasos firmes después de cada giro; el ritmo no se regala.
ristretto,Ristretto,19,Tres minutos sin revisar el número; deja que el marcador sude contigo.
ristretto,Ristretto,20,Cierra la cuadra con brazos activos y sonrisa brava: eso ya huele a victoria.
ristretto,Ristretto,21,"¡Vamos, capitán!: elige una meta visible y llega sin aflojar. Me gusta esa garra! cada bloque ganado cuenta."
ristretto,Ristretto,22,El marcador está vivo! divide el objetivo en dos mini victorias; esto tiene energía de cierre. tu yo de mañana va a aplaudir.
ristretto,Ristretto,23,baja velocidad sin abandonar la jugada. Apretamos bonito: así se gana terreno; la meta se está acercando.
ristretto,Ristretto,24,Esto ya parece victoria: se te nota el carácter. divide el objetivo en dos mini victorias; cierra como capitán.
ristretto,Ristretto,25,"baja velocidad sin abandonar la jugada; el cuerpo ya despertó. Ristretto entra al campo, la victoria pequeña también vale."
ristretto,Ristretto,26,Remontada en marcha: camina una cuadra sin mirar el número. hoy mandas tú! ese empuje ya suma.
ristretto,Ristretto,27,Se juega hasta el cierre! baja velocidad sin abandonar la jugada; eso fue de atleta. vamos por otra jugada.
ristretto,Ristretto,28,camina una cuadra sin mirar el número. Vamos a romper la flojera: la sonrisa también compite; la victoria pequeña también vale.
ristretto,Ristretto,29,Modo final activado: el marcador empieza a respetarte. termina la canción caminando fuerte; ese empuje ya suma.
ristretto,Ristretto,30,"camina una cuadra sin mirar el número; me gusta esa garra. Pecho arriba, vamos por otra jugada."
ristretto,Ristretto,31,Ristretto no se esconde: termina la canción caminando fuerte. así se gana terreno! hoy se juega con cabeza y corazón.
ristretto,Ristretto,32,Ritmo de campeón! recupera el paso apenas termine la pausa; se te nota el carácter. terminar fuerte también se entrena.
ristretto,Ristretto,33,"termina la canción caminando fuerte. ¡Ese es mi atleta!: el cuerpo ya despertó; no era suerte, era ritmo."
ristretto,Ristretto,34,"Equipo, seguimos: qué buena remontada. recupera el paso apenas termine la pausa; cada bloque ganado cuenta."
ristretto,Ristretto,35,"haz diez pasos firmes después del semáforo; hoy mandas tú. Hoy hay chispa, terminar fuerte también se entrena."
ristretto,Ristretto,36,"No sueltes la jugada: recupera el paso apenas termine la pausa. la sonrisa también compite! no era suerte, era ritmo."
ristretto,Ristretto,37,Jugada rápida! haz diez pasos firmes después del semáforo; el marcador empieza a respetarte. cada bloque ganado cuenta.
ristretto,Ristretto,38,mantén una respiración fuerte pero cómoda. Último tramo con orgullo: me gusta esa garra; tu yo de mañana va a aplaudir.
ristretto,Ristretto,39,"Capitán, manda el ritmo: esto tiene energía de cierre. haz diez pasos firmes después del semáforo; la meta se está acercando."
ristretto,Ristretto,40,"mantén una respiración fuerte pero cómoda; así se gana terreno. Sonríe y acelera, cierra como capitán."
ristretto,Ristretto,41,El marcador está vivo: mantén abdomen activo hasta la esquina. el cuerpo ya despertó! la victoria pequeña también vale.
ristretto,Ristretto,42,Apretamos bonito! mantén una respiración fuerte pero cómoda; qué buena remontada. la meta se está acercando.
ristretto,Ristretto,43,mantén abdomen activo hasta la esquina. Esto ya parece victoria: hoy mandas tú; cierra como capitán.
ristretto,Ristretto,44,"¡Vamos, capitán!: eso fue de atleta. sube el ritmo treinta segundos y vuelve al control; la victoria pequeña también vale."
ristretto,Ristretto,45,"mantén abdomen activo hasta la esquina; la sonrisa también compite. Remontada en marcha, ese empuje ya suma."
ristretto,Ristretto,46,Se juega hasta el cierre: sube el ritmo treinta segundos y vuelve al control. Me gusta esa garra! vamos por otra jugada.
ristretto,Ristretto,47,Vamos a romper la flojera! toma agua y vuelve al bloque; esto tiene energía de cierre. hoy se juega con cabeza y corazón.
ristretto,Ristretto,48,sube el ritmo treinta segundos y vuelve al control. Ristretto entra al campo: así se gana terreno; terminar fuerte también se entrena.
ristretto,Ristretto,49,Pecho arriba: se te nota el carácter. toma agua y vuelve al bloque; vamos por otra jugada.
ristretto,Ristretto,50,"usa los brazos como si empujaras al equipo; el cuerpo ya despertó. Ristretto no se esconde, hoy se juega con cabeza y corazón."
ristretto,Ristretto,51,Ritmo de campeón: toma agua y vuelve al bloque. hoy mandas tú! terminar fuerte también se entrena.
ristretto,Ristretto,52,"Modo final activado! usa los brazos como si empujaras al equipo; eso fue de atleta. no era suerte, era ritmo."
ristretto,Ristretto,53,"aprieta en la recta y suelta en la esquina. Equipo, seguimos: la sonrisa también compite; cada bloque ganado cuenta."
ristretto,Ristretto,54,Hoy hay chispa: el marcador empieza a respetarte. usa los brazos como si empujaras al equipo; tu yo de mañana va a aplaudir.
ristretto,Ristretto,55,"aprieta en la recta y suelta en la esquina; me gusta esa garra. No sueltes la jugada, la meta se está acercando."
ristretto,Ristretto,56,¡Ese es mi atleta!: haz veinte pasos extra antes de pausar. así se gana terreno! cada bloque ganado cuenta.
ristretto,Ristretto,57,Último tramo con orgullo! aprieta en la recta y suelta en la esquina; se te nota el carácter. tu yo de mañana va a aplaudir.
ristretto,Ristretto,58,"haz veinte pasos extra antes de pausar. Capitán, manda el ritmo: el cuerpo ya despertó; la meta se está acercando."
ristretto,Ristretto,59,Sonríe y acelera: qué buena remontada. cuida la pisada antes de acelerar; cierra como capitán.
ristretto,Ristretto,60,"haz veinte pasos extra antes de pausar; hoy mandas tú. Jugada rápida, la victoria pequeña también vale."
ristretto,Ristretto,61,Apretamos bonito: cuida la pisada antes de acelerar. la sonrisa también compite! ese empuje ya suma.
ristretto,Ristretto,62,Esto ya parece victoria! elige una meta visible y llega sin aflojar; el marcador empieza a respetarte. vamos por otra jugada.
ristretto,Ristretto,63,"cuida la pisada antes de acelerar. ¡Vamos, capitán!: me gusta esa garra; la victoria pequeña también vale."
ristretto,Ristretto,64,El marcador está vivo: esto tiene energía de cierre. elige una meta visible y llega sin aflojar; ese empuje ya suma.
ristretto,Ristretto,65,"divide el objetivo en dos mini victorias; así se gana terreno. Se juega hasta el cierre, vamos por otra jugada."
ristretto,Ristretto,66,Vamos a romper la flojera: elige una meta visible y llega sin aflojar. el cuerpo ya despertó! hoy se juega con cabeza y corazón.
ristretto,Ristretto,67,Ristretto entra al campo! divide el objetivo en dos mini victorias; qué buena remontada. terminar fuerte también se entrena.
ristretto,Ristretto,68,"baja velocidad sin abandonar la jugada. Remontada en marcha: hoy mandas tú; no era suerte, era ritmo."
ristretto,Ristretto,69,Ristretto no se esconde: eso fue de atleta. divide el objetivo en dos mini victorias; cada bloque ganado cuenta.
ristretto,Ristretto,70,"baja velocidad sin abandonar la jugada; la sonrisa también compite. Ritmo de campeón, terminar fuerte también se entrena."
ristretto,Ristretto,71,"Modo final activado: camina una cuadra sin mirar el número. Me gusta esa garra! no era suerte, era ritmo."
ristretto,Ristretto,72,Pecho arriba! baja velocidad sin abandonar la jugada; esto tiene energía de cierre. cada bloque ganado cuenta.
ristretto,Ristretto,73,camina una cuadra sin mirar el número. Hoy hay chispa: así se gana terreno; tu yo de mañana va a aplaudir.
ristretto,Ristretto,74,No sueltes la jugada: se te nota el carácter. termina la canción caminando fuerte; la meta se está acercando.
ristretto,Ristretto,75,"camina una cuadra sin mirar el número; el cuerpo ya despertó. ¡Ese es mi atleta!, cierra como capitán."
ristretto,Ristretto,76,"Equipo, seguimos: termina la canción caminando fuerte. hoy mandas tú! la victoria pequeña también vale."
ristretto,Ristretto,77,"Capitán, manda el ritmo! recupera el paso apenas termine la pausa; eso fue de atleta. la meta se está acercando."
ristretto,Ristretto,78,termina la canción caminando fuerte. Sonríe y acelera: la sonrisa también compite; cierra como capitán.
ristretto,Ristretto,79,Jugada rápida: el marcador empieza a respetarte. recupera el paso apenas termine la pausa; la victoria pequeña también vale.
ristretto,Ristretto,80,"haz diez pasos firmes después del semáforo; me gusta esa garra. Último tramo con orgullo, ese empuje ya suma."
ristretto,Ristretto,81,Esto ya parece victoria: recupera el paso apenas termine la pausa. así se gana terreno! vamos por otra jugada.
ristretto,Ristretto,82,"¡Vamos, capitán!! haz diez pasos firmes después del semáforo; se te nota el carácter. hoy se juega con cabeza y corazón."
ristretto,Ristretto,83,mantén una respiración fuerte pero cómoda. El marcador está vivo: el cuerpo ya despertó; terminar fuerte también se entrena.
ristretto,Ristretto,84,Apretamos bonito: qué buena remontada. haz diez pasos firmes después del semáforo; vamos por otra jugada.
ristretto,Ristretto,85,"mantén una respiración fuerte pero cómoda; hoy mandas tú. Vamos a romper la flojera, hoy se juega con cabeza y corazón."
ristretto,Ristretto,86,Ristretto entra al campo: mantén abdomen activo hasta la esquina. la sonrisa también compite! terminar fuerte también se entrena.
ristretto,Ristretto,87,"Remontada en marcha! mantén una respiración fuerte pero cómoda; el marcador empieza a respetarte. no era suerte, era ritmo."
ristretto,Ristretto,88,mantén abdomen activo hasta la esquina. Se juega hasta el cierre: me gusta esa garra; cada bloque ganado cuenta.
ristretto,Ristretto,89,Ritmo de campeón: esto tiene energía de cierre. sube el ritmo treinta segundos y vuelve al control; tu yo de mañana va a aplaudir.
ristretto,Ristretto,90,"mantén abdomen activo hasta la esquina; así se gana terreno. Modo final activado, la meta se está acercando."
ristretto,Ristretto,91,Pecho arriba: sube el ritmo treinta segundos y vuelve al control. el cuerpo ya despertó! cada bloque ganado cuenta.
ristretto,Ristretto,92,Ristretto no se esconde! toma agua y vuelve al bloque; qué buena remontada. tu yo de mañana va a aplaudir.
ristretto,Ristretto,93,sube el ritmo treinta segundos y vuelve al control. No sueltes la jugada: hoy mandas tú; la meta se está acercando.
ristretto,Ristretto,94,¡Ese es mi atleta!: eso fue de atleta. toma agua y vuelve al bloque; cierra como capitán.
ristretto,Ristretto,95,"usa los brazos como si empujaras al equipo; la sonrisa también compite. Equipo, seguimos, la victoria pequeña también vale."
ristretto,Ristretto,96,Hoy hay chispa: toma agua y vuelve al bloque. Me gusta esa garra! ese empuje ya suma.
ristretto,Ristretto,97,Sonríe y acelera! usa los brazos como si empujaras al equipo; esto tiene energía de cierre. vamos por otra jugada.
ristretto,Ristretto,98,aprieta en la recta y suelta en la esquina. Jugada rápida: así se gana terreno; la victoria pequeña también vale.
ristretto,Ristretto,99,Último tramo con orgullo: se te nota el carácter. usa los brazos como si empujaras al equipo; ese empuje ya suma.
ristretto,Ristretto,100,"aprieta en la recta y suelta en la esquina; el cuerpo ya despertó. Capitán, manda el ritmo, vamos por otra jugada."
puchi,Puchi,1,"Ay, qué lindo: haz una vuelta cortita y elige una ruta que te dé ganas de sonreír."
puchi,Puchi,2,"Respira suave, baja los hombros y regálate dos minutos de pasitos bonitos."
puchi,Puchi,3,"Pon una canción linda y camina hasta que termine; tú y tu brillo, sin prisa."
puchi,Puchi,4,"Cuenta veinte pasitos sin mirar el reloj; cada uno cuenta, preciosa."
puchi,Puchi,5,"Si perdiste el ritmo, no pasa nada: diez pasos suaves y volvemos con amor."
puchi,Puchi,6,Toma agüita antes de seguir; cuidarte también es parte del glow.
puchi,Puchi,7,"Elige una esquina cercana y llega con pasos cómodos, no perfectos."
puchi,Puchi,8,Da una vuelta extra si te sientes ligera; mira qué bonito estás cumpliendo.
puchi,Puchi,9,Camina por un lugar que te guste; el ánimo también merece decoración.
puchi,Puchi,10,"Haz cinco minutos tuyos, sin regaños, sin drama, con cariño."
puchi,Puchi,11,Suelta los hombros en cada cruce y vuelve a tu ritmo dulce.
puchi,Puchi,12,"Si hoy cuesta, bajamos la meta a una cuadra y la cumplimos bonito."
puchi,Puchi,13,"Alarga la espalda, respira fácil y deja que el paso se ponga cómodo."
puchi,Puchi,14,Celebra ese bloque pequeño; lo tierno también puede ser fuerte.
puchi,Puchi,15,Camina hasta ver algo lindo y úsalo como mini premio.
puchi,Puchi,16,Guarda el teléfono por una canción; deja que tus pasos tengan brillito.
puchi,Puchi,17,Pasos cómodos por cinco minutos; suave también es progreso real.
puchi,Puchi,18,"Antes de acelerar, revisa hombros, respiración y sonrisita."
puchi,Puchi,19,"Pausa breve, agua, y volvemos con pasitos tranquilos."
puchi,Puchi,20,"Termina la próxima cuadra y date crédito; cumpliste, y eso se ve hermoso."
puchi,Puchi,21,"Ay, vamos bonito: elige una esquina cercana y llega tranquila. Qué bonito verte intentarlo! cada pasito cuenta muchísimo."
puchi,Puchi,22,Qué linda constancia! vuelve despacio si perdiste el ritmo; tu esfuerzo se ve precioso. tu cuerpo recibe ese cariño.
puchi,Puchi,23,guarda el teléfono durante un minuto. Dale sparkle al camino: esto también es amor propio; hoy mereces ese orgullo.
puchi,Puchi,24,Qué orgullo tan dulce: me encanta esa suavidad fuerte. vuelve despacio si perdiste el ritmo; vamos por otro poquito bonito.
puchi,Puchi,25,"guarda el teléfono durante un minuto; mira cómo vuelves a ti. Puchi está contigo, lo pequeño también cambia el día."
puchi,Puchi,26,"Con cariño, seguimos: da una vuelta extra si te queda energía. ese pasito tiene luz! qué lindo verte volver."
puchi,Puchi,27,"Sin drama, con amor! guarda el teléfono durante un minuto; hoy estás siendo buena contigo. tú también eres prioridad."
puchi,Puchi,28,da una vuelta extra si te queda energía. Vuelta con encanto: la constancia te queda divina; lo pequeño también cambia el día.
puchi,Puchi,29,Pasitos con brillo: qué dulzura de avance. cierra la cuadra y celébralo bajito; qué lindo verte volver.
puchi,Puchi,30,"da una vuelta extra si te queda energía; qué bonito verte intentarlo. Pasito coqueto, tú también eres prioridad."
puchi,Puchi,31,Puchi celebra esto: cierra la cuadra y celébralo bajito. esto también es amor propio! la meta se acerca sin presión.
puchi,Puchi,32,Sonríe tantito! haz cinco minutos que se sientan tuyos; me encanta esa suavidad fuerte. seguir suave sigue siendo seguir.
puchi,Puchi,33,"cierra la cuadra y celébralo bajito. Mi amor, suavecito: mira cómo vuelves a ti; este bloque ya brilla."
puchi,Puchi,34,Mini meta preciosa: te estás tratando con ternura. haz cinco minutos que se sientan tuyos; cada pasito cuenta muchísimo.
puchi,Puchi,35,"haz diez pasitos más antes de sentarte; ese pasito tiene luz. Tu glow también camina, seguir suave sigue siendo seguir."
puchi,Puchi,36,"Cero presión, mucho cariño: haz cinco minutos que se sientan tuyos. la constancia te queda divina! este bloque ya brilla."
puchi,Puchi,37,Momento cute! haz diez pasitos más antes de sentarte; qué dulzura de avance. cada pasito cuenta muchísimo.
puchi,Puchi,38,"toma agua y vuelve con calma. Respira, bonita: qué bonito verte intentarlo; tu cuerpo recibe ese cariño."
puchi,Puchi,39,Hoy te cuidas bonito: tu esfuerzo se ve precioso. haz diez pasitos más antes de sentarte; hoy mereces ese orgullo.
puchi,Puchi,40,"toma agua y vuelve con calma; esto también es amor propio. Vamos florcita, vamos por otro poquito bonito."
puchi,Puchi,41,Qué linda constancia: camina hasta ver algo que te saque sonrisa. mira cómo vuelves a ti! lo pequeño también cambia el día.
puchi,Puchi,42,Dale sparkle al camino! toma agua y vuelve con calma; te estás tratando con ternura. hoy mereces ese orgullo.
puchi,Puchi,43,camina hasta ver algo que te saque sonrisa. Qué orgullo tan dulce: ese pasito tiene luz; vamos por otro poquito bonito.
puchi,Puchi,44,"Ay, vamos bonito: hoy estás siendo buena contigo. cuenta treinta pasos sin mirar el celular; lo pequeño también cambia el día."
puchi,Puchi,45,"camina hasta ver algo que te saque sonrisa; la constancia te queda divina. Con cariño, seguimos, qué lindo verte volver."
puchi,Puchi,46,"Sin drama, con amor: cuenta treinta pasos sin mirar el celular. Qué bonito verte intentarlo! tú también eres prioridad."
puchi,Puchi,47,Vuelta con encanto! suelta las manos y respira fácil; tu esfuerzo se ve precioso. la meta se acerca sin presión.
puchi,Puchi,48,cuenta treinta pasos sin mirar el celular. Puchi está contigo: esto también es amor propio; seguir suave sigue siendo seguir.
puchi,Puchi,49,Pasito coqueto: me encanta esa suavidad fuerte. suelta las manos y respira fácil; tú también eres prioridad.
puchi,Puchi,50,"relaja hombros y mandíbula antes de seguir; mira cómo vuelves a ti. Puchi celebra esto, la meta se acerca sin presión."
puchi,Puchi,51,Sonríe tantito: suelta las manos y respira fácil. ese pasito tiene luz! seguir suave sigue siendo seguir.
puchi,Puchi,52,Pasitos con brillo! relaja hombros y mandíbula antes de seguir; hoy estás siendo buena contigo. este bloque ya brilla.
puchi,Puchi,53,"elige pasos cómodos, no perfectos. Mini meta preciosa: la constancia te queda divina; cada pasito cuenta muchísimo."
puchi,Puchi,54,Tu glow también camina: qué dulzura de avance. relaja hombros y mandíbula antes de seguir; tu cuerpo recibe ese cariño.
puchi,Puchi,55,"elige pasos cómodos, no perfectos; qué bonito verte intentarlo. Cero presión, mucho cariño, hoy mereces ese orgullo."
puchi,Puchi,56,"Mi amor, suavecito: pon una canción que te guste y camínala completa. esto también es amor propio! cada pasito cuenta muchísimo."
puchi,Puchi,57,"Respira, bonita! elige pasos cómodos, no perfectos; me encanta esa suavidad fuerte. tu cuerpo recibe ese cariño."
puchi,Puchi,58,pon una canción que te guste y camínala completa. Hoy te cuidas bonito: mira cómo vuelves a ti; hoy mereces ese orgullo.
puchi,Puchi,59,Vamos florcita: te estás tratando con ternura. camina por el lado más bonito de la calle; vamos por otro poquito bonito.
puchi,Puchi,60,"pon una canción que te guste y camínala completa; ese pasito tiene luz. Momento cute, lo pequeño también cambia el día."
puchi,Puchi,61,Dale sparkle al camino: camina por el lado más bonito de la calle. la constancia te queda divina! qué lindo verte volver.
puchi,Puchi,62,Qué orgullo tan dulce! elige una esquina cercana y llega tranquila; qué dulzura de avance. tú también eres prioridad.
puchi,Puchi,63,"camina por el lado más bonito de la calle. Ay, vamos bonito: qué bonito verte intentarlo; lo pequeño también cambia el día."
puchi,Puchi,64,Qué linda constancia: tu esfuerzo se ve precioso. elige una esquina cercana y llega tranquila; qué lindo verte volver.
puchi,Puchi,65,"vuelve despacio si perdiste el ritmo; esto también es amor propio. Sin drama, con amor, tú también eres prioridad."
puchi,Puchi,66,Vuelta con encanto: elige una esquina cercana y llega tranquila. mira cómo vuelves a ti! la meta se acerca sin presión.
puchi,Puchi,67,Puchi está contigo! vuelve despacio si perdiste el ritmo; te estás tratando con ternura. seguir suave sigue siendo seguir.
puchi,Puchi,68,"guarda el teléfono durante un minuto. Con cariño, seguimos: ese pasito tiene luz; este bloque ya brilla."
puchi,Puchi,69,Puchi celebra esto: hoy estás siendo buena contigo. vuelve despacio si perdiste el ritmo; cada pasito cuenta muchísimo.
puchi,Puchi,70,"guarda el teléfono durante un minuto; la constancia te queda divina. Sonríe tantito, seguir suave sigue siendo seguir."
puchi,Puchi,71,Pasitos con brillo: da una vuelta extra si te queda energía. Qué bonito verte intentarlo! este bloque ya brilla.
puchi,Puchi,72,Pasito coqueto! guarda el teléfono durante un minuto; tu esfuerzo se ve precioso. cada pasito cuenta muchísimo.
puchi,Puchi,73,da una vuelta extra si te queda energía. Tu glow también camina: esto también es amor propio; tu cuerpo recibe ese cariño.
puchi,Puchi,74,"Cero presión, mucho cariño: me encanta esa suavidad fuerte. cierra la cuadra y celébralo bajito; hoy mereces ese orgullo."
puchi,Puchi,75,"da una vuelta extra si te queda energía; mira cómo vuelves a ti. Mi amor, suavecito, vamos por otro poquito bonito."
puchi,Puchi,76,Mini meta preciosa: cierra la cuadra y celébralo bajito. ese pasito tiene luz! lo pequeño también cambia el día.
puchi,Puchi,77,Hoy te cuidas bonito! haz cinco minutos que se sientan tuyos; hoy estás siendo buena contigo. hoy mereces ese orgullo.
puchi,Puchi,78,cierra la cuadra y celébralo bajito. Vamos florcita: la constancia te queda divina; vamos por otro poquito bonito.
puchi,Puchi,79,Momento cute: qué dulzura de avance. haz cinco minutos que se sientan tuyos; lo pequeño también cambia el día.
puchi,Puchi,80,"haz diez pasitos más antes de sentarte; qué bonito verte intentarlo. Respira, bonita, qué lindo verte volver."
puchi,Puchi,81,Qué orgullo tan dulce: haz cinco minutos que se sientan tuyos. esto también es amor propio! tú también eres prioridad.
puchi,Puchi,82,"Ay, vamos bonito! haz diez pasitos más antes de sentarte; me encanta esa suavidad fuerte. la meta se acerca sin presión."
puchi,Puchi,83,toma agua y vuelve con calma. Qué linda constancia: mira cómo vuelves a ti; seguir suave sigue siendo seguir.
puchi,Puchi,84,Dale sparkle al camino: te estás tratando con ternura. haz diez pasitos más antes de sentarte; tú también eres prioridad.
puchi,Puchi,85,"toma agua y vuelve con calma; ese pasito tiene luz. Vuelta con encanto, la meta se acerca sin presión."
puchi,Puchi,86,Puchi está contigo: camina hasta ver algo que te saque sonrisa. la constancia te queda divina! seguir suave sigue siendo seguir.
puchi,Puchi,87,"Con cariño, seguimos! toma agua y vuelve con calma; qué dulzura de avance. este bloque ya brilla."
puchi,Puchi,88,"camina hasta ver algo que te saque sonrisa. Sin drama, con amor: qué bonito verte intentarlo; cada pasito cuenta muchísimo."
puchi,Puchi,89,Sonríe tantito: tu esfuerzo se ve precioso. cuenta treinta pasos sin mirar el celular; tu cuerpo recibe ese cariño.
puchi,Puchi,90,"camina hasta ver algo que te saque sonrisa; esto también es amor propio. Pasitos con brillo, hoy mereces ese orgullo."
puchi,Puchi,91,Pasito coqueto: cuenta treinta pasos sin mirar el celular. mira cómo vuelves a ti! cada pasito cuenta muchísimo.
puchi,Puchi,92,Puchi celebra esto! suelta las manos y respira fácil; te estás tratando con ternura. tu cuerpo recibe ese cariño.
puchi,Puchi,93,"cuenta treinta pasos sin mirar el celular. Cero presión, mucho cariño: ese pasito tiene luz; hoy mereces ese orgullo."
puchi,Puchi,94,"Mi amor, suavecito: hoy estás siendo buena contigo. suelta las manos y respira fácil; vamos por otro poquito bonito."
puchi,Puchi,95,"relaja hombros y mandíbula antes de seguir; la constancia te queda divina. Mini meta preciosa, lo pequeño también cambia el día."
puchi,Puchi,96,Tu glow también camina: suelta las manos y respira fácil. Qué bonito verte intentarlo! qué lindo verte volver.
puchi,Puchi,97,Vamos florcita! relaja hombros y mandíbula antes de seguir; tu esfuerzo se ve precioso. tú también eres prioridad.
puchi,Puchi,98,"elige pasos cómodos, no perfectos. Momento cute: esto también es amor propio; lo pequeño también cambia el día."
puchi,Puchi,99,"Respira, bonita: me encanta esa suavidad fuerte. relaja hombros y mandíbula antes de seguir; qué lindo verte volver."
puchi,Puchi,100,"elige pasos cómodos, no perfectos; mira cómo vuelves a ti. Hoy te cuidas bonito, tú también eres prioridad."
togo,Togo,1,Pon una canción y camínala completa; no mires el contador hasta el último beat.
togo,Togo,2,"Ocho pasos parejos, respira, repite: ya encontraste el groove."
togo,Togo,3,"Si el ritmo se cayó, vuelve con diez pasos cortos y seguros."
togo,Togo,4,Usa los cruces como cambios de pista: cruzas y recuperas tempo.
togo,Togo,5,"Hombros sueltos, pies ligeros; el flow también cuida la técnica."
togo,Togo,6,"Una cuadra al ritmo del bajo y otra más tranquila: buen mix, Togo."
togo,Togo,7,"Si estás esperando algo, convierte la espera en pasitos alrededor."
togo,Togo,8,Bájale volumen al día: dos minutos caminando sin mirar el teléfono.
togo,Togo,9,"Elige un beat cómodo; si no puedes respirar, baja el tempo."
togo,Togo,10,Cierra el tramo como final de canción: constante hasta el último paso.
togo,Togo,11,"Cuatro tiempos inhalando, cuatro caminando fuerte; vuelve al compás."
togo,Togo,12,Busca una recta y mantén el mismo ritmo de principio a fin.
togo,Togo,13,"En subida, pasos cortos y aire guardado; ese es el truco."
togo,Togo,14,"Modo groove: brazos suaves, espalda alta, pies despiertos."
togo,Togo,15,El próximo semáforo es tu señal para empezar otra ronda.
togo,Togo,16,"Usa el coro para subir un poquito el ritmo, sin perder el flow."
togo,Togo,17,"Si te distraes, vuelve al beat con pasos cortos y mirada alta."
togo,Togo,18,Relaja hombros antes de acelerar; el ritmo sale mejor sin tensión.
togo,Togo,19,"Agua entre bloques y regreso al tempo, suave pero seguro."
togo,Togo,20,Termina la cuadra con el mismo compás con el que arrancaste.
togo,Togo,21,Togo trae el beat: elige una canción y camina hasta que termine. Ese ritmo está sabroso! la meta suena más cerca.
togo,Togo,22,Bajo interno! haz dos minutos sin revisar el teléfono; el cuerpo encontró la pista. terminas con estilo.
togo,Togo,23,termina el tramo como cierre de canción. Paso con swing: qué bien suena esa constancia; sigue hasta el próximo beat.
togo,Togo,24,Súbelo tantito: eso tiene flow real. haz dos minutos sin revisar el teléfono; cierra en tempo.
togo,Togo,25,"termina el tramo como cierre de canción; la energía cambió de tono. Flow de calle, la racha mantiene el compás."
togo,Togo,26,Modo playlist: usa la próxima esquina como cambio de pista. el beat interno despertó! el conteo empieza a bailar contigo.
togo,Togo,27,La acera tiene música! termina el tramo como cierre de canción; ese paso no está tieso. tu cuerpo ya agarró onda.
togo,Togo,28,usa la próxima esquina como cambio de pista. Que camine el bajo: la calle te sigue el compás; la racha mantiene el compás.
togo,Togo,29,Dale groove: hoy el conteo tiene música. toma agua y vuelve al ritmo; el conteo empieza a bailar contigo.
togo,Togo,30,"usa la próxima esquina como cambio de pista; ese ritmo está sabroso. Tempo limpio, tu cuerpo ya agarró onda."
